,County,Avg. temperature,Region,Regional Illnesses,Week of
2033,"Franklin, OH",67.6,05,6,10/28/2023
2034,"Fulton, OH",66.7,05,6,10/28/2023
2035,"Gallia, OH",70.6,05,6,10/28/2023
2036,"Geauga, OH",63.7,05,6,10/28/2023
2037,"Greene, OH",68.4,05,6,10/28/2023
2038,"Guernsey, OH",66.1,05,6,10/28/2023
2039,"Hamilton, OH",71.5,05,6,10/28/2023
2040,"Hancock, OH",67.6,05,6,10/28/2023
2041,"Hardin, OH",67.2,05,6,10/28/2023
2042,"Harrison, OH",64.9,05,6,10/28/2023
2043,"Henry, OH",67.6,05,6,10/28/2023
2044,"Highland, OH",69.0,05,6,10/28/2023
2045,"Hocking, OH",67.9,05,6,10/28/2023
2046,"Holmes, OH",64.8,05,6,10/28/2023
2047,"Huron, OH",65.8,05,6,10/28/2023
2048,"Jackson, OH",69.7,05,6,10/28/2023
2049,"Jefferson, OH",64.8,05,6,10/28/2023
2050,"Knox, OH",65.2,05,6,10/28/2023
2051,"Lake, OH",64.8,05,6,10/28/2023
2052,"Lawrence, OH",71.0,05,6,10/28/2023
2053,"Licking, OH",66.1,05,6,10/28/2023
2054,"Logan, OH",67.0,05,6,10/28/2023
2055,"Lorain, OH",65.5,05,6,10/28/2023
2056,"Lucas, OH",67.1,05,6,10/28/2023
2057,"Madison, OH",67.6,05,6,10/28/2023
2058,"Mahoning, OH",64.0,05,6,10/28/2023
2059,"Marion, OH",66.8,05,6,10/28/2023
2060,"Medina, OH",64.6,05,6,10/28/2023
2061,"Meigs, OH",69.7,05,6,10/28/2023
2062,"Mercer, OH",68.6,05,6,10/28/2023
2063,"Miami, OH",68.5,05,6,10/28/2023
2064,"Monroe, OH",66.6,05,6,10/28/2023
2065,"Montgomery, OH",69.1,05,6,10/28/2023
2066,"Morgan, OH",67.6,05,6,10/28/2023
2067,"Morrow, OH",65.3,05,6,10/28/2023
2068,"Muskingum, OH",66.6,05,6,10/28/2023
2069,"Noble, OH",66.8,05,6,10/28/2023
2070,"Ottawa, OH",67.0,05,6,10/28/2023
2071,"Paulding, OH",68.0,05,6,10/28/2023
2072,"Perry, OH",67.1,05,6,10/28/2023
2073,"Pickaway, OH",68.5,05,6,10/28/2023
2074,"Pike, OH",69.3,05,6,10/28/2023
2075,"Portage, OH",64.0,05,6,10/28/2023
2076,"Preble, OH",69.1,05,6,10/28/2023
2077,"Putnam, OH",68.1,05,6,10/28/2023
2078,"Richland, OH",64.7,05,6,10/28/2023
2079,"Ross, OH",68.9,05,6,10/28/2023
2080,"Sandusky, OH",67.1,05,6,10/28/2023
2081,"Scioto, OH",70.1,05,6,10/28/2023
2082,"Seneca, OH",66.8,05,6,10/28/2023
2083,"Shelby, OH",68.0,05,6,10/28/2023
2084,"Stark, OH",64.2,05,6,10/28/2023
2085,"Summit, OH",64.4,05,6,10/28/2023
2086,"Trumbull, OH",64.4,05,6,10/28/2023
2087,"Tuscarawas, OH",65.0,05,6,10/28/2023
2088,"Union, OH",67.1,05,6,10/28/2023
2089,"Van Wert, OH",68.4,05,6,10/28/2023
2090,"Vinton, OH",68.9,05,6,10/28/2023
2091,"Warren, OH",69.8,05,6,10/28/2023
2092,"Washington, OH",68.2,05,6,10/28/2023
2093,"Wayne, OH",64.6,05,6,10/28/2023
2094,"Williams, OH",66.4,05,6,10/28/2023
2095,"Wood, OH",67.6,05,6,10/28/2023
2096,"Wyandot, OH",67.1,05,6,10/28/2023
2097,"Adair, OK",78.9,06,16,10/28/2023
2098,"Alfalfa, OK",78.3,06,16,10/28/2023
2099,"Atoka, OK",80.0,06,16,10/28/2023
2100,"Beaver, OK",80.2,06,16,10/28/2023
2101,"Beckham, OK",79.6,06,16,10/28/2023
2102,"Blaine, OK",78.3,06,16,10/28/2023
2103,"Bryan, OK",80.5,06,16,10/28/2023
2104,"Caddo, OK",78.9,06,16,10/28/2023
2105,"Canadian, OK",78.5,06,16,10/28/2023
2106,"Carter, OK",79.6,06,16,10/28/2023
2107,"Cherokee, OK",79.5,06,16,10/28/2023
2108,"Choctaw, OK",80.1,06,16,10/28/2023
2109,"Cimarron, OK",78.5,06,16,10/28/2023
2110,"Cleveland, OK",79.0,06,16,10/28/2023
2111,"Coal, OK",79.9,06,16,10/28/2023
2112,"Comanche, OK",79.9,06,16,10/28/2023
2113,"Cotton, OK",81.1,06,16,10/28/2023
2114,"Craig, OK",78.8,06,16,10/28/2023
2115,"Creek, OK",79.5,06,16,10/28/2023
2116,"Custer, OK",78.7,06,16,10/28/2023
2117,"Delaware, OK",79.2,06,16,10/28/2023
2118,"Dewey, OK",78.3,06,16,10/28/2023
2119,"Ellis, OK",79.2,06,16,10/28/2023
2120,"Garfield, OK",78.5,06,16,10/28/2023
2121,"Garvin, OK",79.4,06,16,10/28/2023
2122,"Grady, OK",79.1,06,16,10/28/2023
2123,"Grant, OK",78.2,06,16,10/28/2023
2124,"Greer, OK",80.2,06,16,10/28/2023
2125,"Harmon, OK",80.5,06,16,10/28/2023
2126,"Harper, OK",80.2,06,16,10/28/2023
2127,"Haskell, OK",79.8,06,16,10/28/2023
2128,"Hughes, OK",79.4,06,16,10/28/2023
2129,"Jackson, OK",81.0,06,16,10/28/2023
2130,"Jefferson, OK",80.4,06,16,10/28/2023
2131,"Johnston, OK",79.6,06,16,10/28/2023
2132,"Kay, OK",78.3,06,16,10/28/2023
2133,"Kingfisher, OK",79.1,06,16,10/28/2023
2134,"Kiowa, OK",79.8,06,16,10/28/2023
2135,"Latimer, OK",78.6,06,16,10/28/2023
2136,"Le Flore, OK",78.4,06,16,10/28/2023
2137,"Lincoln, OK",79.5,06,16,10/28/2023
2138,"Logan, OK",79.3,06,16,10/28/2023
2139,"Love, OK",80.0,06,16,10/28/2023
2140,"Major, OK",78.6,06,16,10/28/2023
2141,"Marshall, OK",80.0,06,16,10/28/2023
2142,"Mayes, OK",79.7,06,16,10/28/2023
2143,"McClain, OK",79.1,06,16,10/28/2023
2144,"McCurtain, OK",78.0,06,16,10/28/2023
2145,"McIntosh, OK",79.9,06,16,10/28/2023
2146,"Murray, OK",79.0,06,16,10/28/2023
2147,"Muskogee, OK",80.2,06,16,10/28/2023
2148,"Noble, OK",79.0,06,16,10/28/2023
2149,"Nowata, OK",78.6,06,16,10/28/2023
2150,"Okfuskee, OK",79.4,06,16,10/28/2023
2151,"Oklahoma, OK",79.0,06,16,10/28/2023
2152,"Okmulgee, OK",79.7,06,16,10/28/2023
2153,"Osage, OK",78.6,06,16,10/28/2023
2154,"Ottawa, OK",79.0,06,16,10/28/2023
2155,"Pawnee, OK",79.4,06,16,10/28/2023
2156,"Payne, OK",79.5,06,16,10/28/2023
2157,"Pittsburg, OK",79.5,06,16,10/28/2023
2158,"Pontotoc, OK",79.0,06,16,10/28/2023
2159,"Pottawatomie, OK",79.2,06,16,10/28/2023
2160,"Pushmataha, OK",78.5,06,16,10/28/2023
2161,"Roger Mills, OK",79.2,06,16,10/28/2023
2162,"Rogers, OK",79.5,06,16,10/28/2023
2163,"Seminole, OK",79.3,06,16,10/28/2023
2164,"Sequoyah, OK",80.2,06,16,10/28/2023
2165,"Stephens, OK",79.6,06,16,10/28/2023
2166,"Texas, OK",79.7,06,16,10/28/2023
2167,"Tillman, OK",81.4,06,16,10/28/2023
2168,"Tulsa, OK",79.6,06,16,10/28/2023
2169,"Wagoner, OK",80.1,06,16,10/28/2023
2170,"Washington, OK",78.8,06,16,10/28/2023
2171,"Washita, OK",79.0,06,16,10/28/2023
2172,"Woods, OK",78.8,06,16,10/28/2023
2173,"Woodward, OK",78.9,06,16,10/28/2023
2174,"Baker, OR",51.4,10,8,10/28/2023
2175,"Benton, OR",53.1,10,8,10/28/2023
2176,"Clackamas, OR",49.4,10,8,10/28/2023
2177,"Clatsop, OR",51.7,10,8,10/28/2023
2178,"Columbia, OR",51.4,10,8,10/28/2023
2179,"Coos, OR",55.1,10,8,10/28/2023
2180,"Crook, OR",52.7,10,8,10/28/2023
2181,"Curry, OR",54.5,10,8,10/28/2023
2182,"Deschutes, OR",51.7,10,8,10/28/2023
2183,"Douglas, OR",52.7,10,8,10/28/2023
2184,"Gilliam, OR",53.9,10,8,10/28/2023
2185,"Grant, OR",50.2,10,8,10/28/2023
2186,"Harney, OR",55.6,10,8,10/28/2023
2187,"Hood River, OR",46.8,10,8,10/28/2023
2188,"Jackson, OR",54.7,10,8,10/28/2023
2189,"Jefferson, OR",52.3,10,8,10/28/2023
2190,"Josephine, OR",53.4,10,8,10/28/2023
2191,"Klamath, OR",52.7,10,8,10/28/2023
2192,"Lake, OR",54.1,10,8,10/28/2023
2193,"Lane, OR",51.7,10,8,10/28/2023
2194,"Lincoln, OR",52.8,10,8,10/28/2023
2195,"Linn, OR",51.0,10,8,10/28/2023
2196,"Malheur, OR",57.3,10,8,10/28/2023
2197,"Marion, OR",51.6,10,8,10/28/2023
2198,"Morrow, OR",53.2,10,8,10/28/2023
2199,"Multnomah, OR",52.3,10,8,10/28/2023
2200,"Polk, OR",52.5,10,8,10/28/2023
2201,"Sherman, OR",53.2,10,8,10/28/2023
2202,"Tillamook, OR",50.8,10,8,10/28/2023
2203,"Umatilla, OR",52.1,10,8,10/28/2023
2204,"Union, OR",48.0,10,8,10/28/2023
2205,"Wallowa, OR",47.8,10,8,10/28/2023
2206,"Wasco, OR",51.5,10,8,10/28/2023
2207,"Washington, OR",51.9,10,8,10/28/2023
2208,"Wheeler, OR",51.0,10,8,10/28/2023
2209,"Yamhill, OR",52.9,10,8,10/28/2023
2210,"Adams, PA",67.8,03,13,10/28/2023
2211,"Allegheny, PA",64.8,03,13,10/28/2023
2212,"Armstrong, PA",64.2,03,13,10/28/2023
2213,"Beaver, PA",64.3,03,13,10/28/2023
2214,"Bedford, PA",67.1,03,13,10/28/2023
2215,"Berks, PA",66.0,03,13,10/28/2023
2216,"Blair, PA",66.2,03,13,10/28/2023
2217,"Bradford, PA",63.5,03,13,10/28/2023
2218,"Bucks, PA",67.6,03,13,10/28/2023
2219,"Butler, PA",63.5,03,13,10/28/2023
2220,"Cambria, PA",63.7,03,13,10/28/2023
2221,"Cameron, PA",65.0,03,13,10/28/2023
2222,"Carbon, PA",63.5,03,13,10/28/2023
2223,"Centre, PA",65.9,03,13,10/28/2023
2224,"Chester, PA",66.9,03,13,10/28/2023
2225,"Clarion, PA",63.9,03,13,10/28/2023
2226,"Clearfield, PA",65.0,03,13,10/28/2023
2227,"Clinton, PA",65.5,03,13,10/28/2023
2228,"Columbia, PA",64.8,03,13,10/28/2023
2229,"Crawford, PA",63.6,03,13,10/28/2023
2230,"Cumberland, PA",67.9,03,13,10/28/2023
2231,"Dauphin, PA",66.4,03,13,10/28/2023
2232,"Delaware, PA",68.1,03,13,10/28/2023
2233,"Elk, PA",64.3,03,13,10/28/2023
2234,"Erie, PA",63.9,03,13,10/28/2023
2235,"Fayette, PA",65.1,03,13,10/28/2023
2236,"Forest, PA",64.0,03,13,10/28/2023
2237,"Franklin, PA",68.7,03,13,10/28/2023
2238,"Fulton, PA",68.7,03,13,10/28/2023
2239,"Greene, PA",66.2,03,13,10/28/2023
2240,"Huntingdon, PA",67.9,03,13,10/28/2023
2241,"Indiana, PA",64.4,03,13,10/28/2023
2242,"Jefferson, PA",64.2,03,13,10/28/2023
2243,"Juniata, PA",67.6,03,13,10/28/2023
2244,"Lackawanna, PA",63.3,03,13,10/28/2023
2245,"Lancaster, PA",66.6,03,13,10/28/2023
2246,"Lawrence, PA",63.9,03,13,10/28/2023
2247,"Lebanon, PA",66.1,03,13,10/28/2023
2248,"Lehigh, PA",65.9,03,13,10/28/2023
2249,"Luzerne, PA",63.6,03,13,10/28/2023
2250,"Lycoming, PA",64.7,03,13,10/28/2023
2251,"McKean, PA",63.6,03,13,10/28/2023
2252,"Mercer, PA",63.5,03,13,10/28/2023
2253,"Mifflin, PA",67.5,03,13,10/28/2023
2254,"Monroe, PA",64.1,03,13,10/28/2023
2255,"Montgomery, PA",67.5,03,13,10/28/2023
2256,"Montour, PA",65.9,03,13,10/28/2023
2257,"Northampton, PA",66.4,03,13,10/28/2023
2258,"Northumberland, PA",65.8,03,13,10/28/2023
2259,"Perry, PA",67.3,03,13,10/28/2023
2260,"Philadelphia, PA",68.6,03,13,10/28/2023
2261,"Pike, PA",64.5,03,13,10/28/2023
2262,"Potter, PA",63.6,03,13,10/28/2023
2263,"Schuylkill, PA",64.3,03,13,10/28/2023
2264,"Snyder, PA",66.5,03,13,10/28/2023
2265,"Somerset, PA",63.2,03,13,10/28/2023
2266,"Sullivan, PA",61.9,03,13,10/28/2023
2267,"Susquehanna, PA",63.2,03,13,10/28/2023
2268,"Tioga, PA",63.6,03,13,10/28/2023
2269,"Union, PA",66.0,03,13,10/28/2023
2270,"Venango, PA",63.6,03,13,10/28/2023
2271,"Warren, PA",63.8,03,13,10/28/2023
2272,"Washington, PA",65.2,03,13,10/28/2023
2273,"Wayne, PA",63.6,03,13,10/28/2023
2274,"Westmoreland, PA",64.6,03,13,10/28/2023
2275,"Wyoming, PA",63.5,03,13,10/28/2023
2276,"York, PA",66.8,03,13,10/28/2023
2277,"Bristol, RI",66.0,01,16,10/28/2023
2278,"Kent, RI",65.7,01,16,10/28/2023
2279,"Newport, RI",65.4,01,16,10/28/2023
2280,"Providence, RI",65.9,01,16,10/28/2023
2281,"Washington, RI",65.7,01,16,10/28/2023
2282,"Abbeville, SC",75.6,04,30,10/28/2023
2283,"Aiken, SC",76.1,04,30,10/28/2023
2284,"Allendale, SC",77.8,04,30,10/28/2023
2285,"Anderson, SC",74.9,04,30,10/28/2023
2286,"Bamberg, SC",77.0,04,30,10/28/2023
2287,"Barnwell, SC",76.8,04,30,10/28/2023
2288,"Beaufort, SC",78.7,04,30,10/28/2023
2289,"Berkeley, SC",77.0,04,30,10/28/2023
2290,"Calhoun, SC",76.2,04,30,10/28/2023
2291,"Charleston, SC",77.6,04,30,10/28/2023
2292,"Cherokee, SC",74.8,04,30,10/28/2023
2293,"Chester, SC",74.8,04,30,10/28/2023
2294,"Chesterfield, SC",75.5,04,30,10/28/2023
2295,"Clarendon, SC",76.4,04,30,10/28/2023
2296,"Colleton, SC",78.1,04,30,10/28/2023
2297,"Darlington, SC",75.9,04,30,10/28/2023
2298,"Dillon, SC",75.5,04,30,10/28/2023
2299,"Dorchester, SC",77.5,04,30,10/28/2023
2300,"Edgefield, SC",76.0,04,30,10/28/2023
2301,"Fairfield, SC",75.3,04,30,10/28/2023
2302,"Florence, SC",75.9,04,30,10/28/2023
2303,"Georgetown, SC",76.0,04,30,10/28/2023
2304,"Greenville, SC",74.0,04,30,10/28/2023
2305,"Greenwood, SC",75.5,04,30,10/28/2023
2306,"Hampton, SC",78.4,04,30,10/28/2023
2307,"Horry, SC",75.0,04,30,10/28/2023
2308,"Jasper, SC",79.3,04,30,10/28/2023
2309,"Kershaw, SC",75.8,04,30,10/28/2023
2310,"Lancaster, SC",74.7,04,30,10/28/2023
2311,"Laurens, SC",75.1,04,30,10/28/2023
2312,"Lee, SC",76.0,04,30,10/28/2023
2313,"Lexington, SC",75.4,04,30,10/28/2023
2314,"Marion, SC",75.5,04,30,10/28/2023
2315,"Marlboro, SC",76.0,04,30,10/28/2023
2316,"McCormick, SC",76.3,04,30,10/28/2023
2317,"Newberry, SC",75.4,04,30,10/28/2023
2318,"Oconee, SC",73.9,04,30,10/28/2023
2319,"Orangeburg, SC",76.5,04,30,10/28/2023
2320,"Pickens, SC",74.0,04,30,10/28/2023
2321,"Richland, SC",76.0,04,30,10/28/2023
2322,"Saluda, SC",75.3,04,30,10/28/2023
2323,"Spartanburg, SC",74.7,04,30,10/28/2023
2324,"Sumter, SC",76.3,04,30,10/28/2023
2325,"Union, SC",75.1,04,30,10/28/2023
2326,"Williamsburg, SC",76.2,04,30,10/28/2023
2327,"York, SC",74.5,04,30,10/28/2023
2328,"Aurora, SD",56.1,08,7,10/28/2023
2329,"Beadle, SD",52.6,08,7,10/28/2023
2330,"Bennett, SD",51.6,08,7,10/28/2023
2331,"Bon Homme, SD",56.6,08,7,10/28/2023
2332,"Brookings, SD",53.2,08,7,10/28/2023
2333,"Brown, SD",49.5,08,7,10/28/2023
2334,"Brule, SD",57.9,08,7,10/28/2023
2335,"Buffalo, SD",55.1,08,7,10/28/2023
2336,"Butte, SD",47.7,08,7,10/28/2023
2337,"Campbell, SD",47.5,08,7,10/28/2023
2338,"Charles Mix, SD",57.8,08,7,10/28/2023
2339,"Clark, SD",50.4,08,7,10/28/2023
2340,"Clay, SD",59.8,08,7,10/28/2023
2341,"Codington, SD",50.5,08,7,10/28/2023
2342,"Corson, SD",46.7,08,7,10/28/2023
2343,"Custer, SD",51.8,08,7,10/28/2023
2344,"Davison, SD",55.4,08,7,10/28/2023
2345,"Day, SD",49.4,08,7,10/28/2023
2346,"Deuel, SD",51.9,08,7,10/28/2023
2347,"Dewey, SD",48.5,08,7,10/28/2023
2348,"Douglas, SD",56.6,08,7,10/28/2023
2349,"Edmunds, SD",49.1,08,7,10/28/2023
2350,"Fall River, SD",54.3,08,7,10/28/2023
2351,"Faulk, SD",50.2,08,7,10/28/2023
2352,"Grant, SD",51.5,08,7,10/28/2023
2353,"Gregory, SD",58.0,08,7,10/28/2023
2354,"Haakon, SD",50.5,08,7,10/28/2023
2355,"Hamlin, SD",51.6,08,7,10/28/2023
2356,"Hand, SD",52.0,08,7,10/28/2023
2357,"Hanson, SD",55.3,08,7,10/28/2023
2358,"Harding, SD",45.1,08,7,10/28/2023
2359,"Hughes, SD",53.0,08,7,10/28/2023
2360,"Hutchinson, SD",56.1,08,7,10/28/2023
2361,"Hyde, SD",52.0,08,7,10/28/2023
2362,"Jackson, SD",51.7,08,7,10/28/2023
2363,"Jerauld, SD",53.9,08,7,10/28/2023
2364,"Jones, SD",52.3,08,7,10/28/2023
2365,"Kingsbury, SD",52.2,08,7,10/28/2023
2366,"Lake, SD",54.0,08,7,10/28/2023
2367,"Lawrence, SD",48.2,08,7,10/28/2023
2368,"Lincoln, SD",58.5,08,7,10/28/2023
2369,"Lyman, SD",55.2,08,7,10/28/2023
2370,"Marshall, SD",48.9,08,7,10/28/2023
2371,"McCook, SD",55.3,08,7,10/28/2023
2372,"McPherson, SD",47.8,08,7,10/28/2023
2373,"Meade, SD",49.6,08,7,10/28/2023
2374,"Mellette, SD",52.8,08,7,10/28/2023
2375,"Miner, SD",53.8,08,7,10/28/2023
2376,"Minnehaha, SD",56.3,08,7,10/28/2023
2377,"Moody, SD",55.0,08,7,10/28/2023
2378,"Pennington, SD",50.8,08,7,10/28/2023
2379,"Perkins, SD",46.8,08,7,10/28/2023
2380,"Potter, SD",49.5,08,7,10/28/2023
2381,"Roberts, SD",50.4,08,7,10/28/2023
2382,"Sanborn, SD",54.1,08,7,10/28/2023
2383,"Shannon, SD",52.6,08,7,10/28/2023
2384,"Spink, SD",51.1,08,7,10/28/2023
2385,"Stanley, SD",51.5,08,7,10/28/2023
2386,"Sully, SD",51.1,08,7,10/28/2023
2387,"Todd, SD",52.4,08,7,10/28/2023
2388,"Tripp, SD",55.6,08,7,10/28/2023
2389,"Turner, SD",57.3,08,7,10/28/2023
2390,"Union, SD",61.1,08,7,10/28/2023
2391,"Walworth, SD",48.3,08,7,10/28/2023
2392,"Yankton, SD",57.8,08,7,10/28/2023
2393,"Ziebach, SD",48.5,08,7,10/28/2023
2394,"Anderson, TN",73.4,04,30,10/28/2023
2395,"Bedford, TN",78.0,04,30,10/28/2023
2396,"Benton, TN",77.8,04,30,10/28/2023
2397,"Bledsoe, TN",73.7,04,30,10/28/2023
2398,"Blount, TN",74.0,04,30,10/28/2023
2399,"Bradley, TN",76.6,04,30,10/28/2023
2400,"Campbell, TN",72.0,04,30,10/28/2023
2401,"Cannon, TN",76.8,04,30,10/28/2023
2402,"Carroll, TN",78.5,04,30,10/28/2023
2403,"Carter, TN",70.1,04,30,10/28/2023
2404,"Cheatham, TN",76.7,04,30,10/28/2023
2405,"Chester, TN",80.0,04,30,10/28/2023
2406,"Claiborne, TN",72.6,04,30,10/28/2023
2407,"Clay, TN",76.2,04,30,10/28/2023
2408,"Cocke, TN",73.6,04,30,10/28/2023
2409,"Coffee, TN",76.6,04,30,10/28/2023
2410,"Crockett, TN",80.6,04,30,10/28/2023
2411,"Cumberland, TN",72.5,04,30,10/28/2023
2412,"Davidson, TN",77.3,04,30,10/28/2023
2413,"Decatur, TN",79.2,04,30,10/28/2023
2414,"DeKalb, TN",76.9,04,30,10/28/2023
2415,"Dickson, TN",76.5,04,30,10/28/2023
2416,"Dyer, TN",80.9,04,30,10/28/2023
2417,"Fayette, TN",81.9,04,30,10/28/2023
2418,"Fentress, TN",72.9,04,30,10/28/2023
2419,"Franklin, TN",76.5,04,30,10/28/2023
2420,"Gibson, TN",79.8,04,30,10/28/2023
2421,"Giles, TN",78.7,04,30,10/28/2023
2422,"Grainger, TN",73.8,04,30,10/28/2023
2423,"Greene, TN",74.0,04,30,10/28/2023
2424,"Grundy, TN",73.5,04,30,10/28/2023
2425,"Hamblen, TN",74.4,04,30,10/28/2023
2426,"Hamilton, TN",76.1,04,30,10/28/2023
2427,"Hancock, TN",73.0,04,30,10/28/2023
2428,"Hardeman, TN",81.0,04,30,10/28/2023
2429,"Hardin, TN",80.2,04,30,10/28/2023
2430,"Hawkins, TN",73.9,04,30,10/28/2023
2431,"Haywood, TN",81.3,04,30,10/28/2023
2432,"Henderson, TN",79.1,04,30,10/28/2023
2433,"Henry, TN",77.5,04,30,10/28/2023
2434,"Hickman, TN",77.6,04,30,10/28/2023
2435,"Houston, TN",76.5,04,30,10/28/2023
2436,"Humphreys, TN",77.2,04,30,10/28/2023
2437,"Jackson, TN",76.7,04,30,10/28/2023
2438,"Jefferson, TN",74.7,04,30,10/28/2023
2439,"Johnson, TN",68.3,04,30,10/28/2023
2440,"Knox, TN",74.6,04,30,10/28/2023
2441,"Lake, TN",80.6,04,30,10/28/2023
2442,"Lauderdale, TN",81.7,04,30,10/28/2023
2443,"Lawrence, TN",78.5,04,30,10/28/2023
2444,"Lewis, TN",77.8,04,30,10/28/2023
2445,"Lincoln, TN",78.4,04,30,10/28/2023
2446,"Loudon, TN",75.2,04,30,10/28/2023
2447,"Macon, TN",75.8,04,30,10/28/2023
2448,"Madison, TN",80.1,04,30,10/28/2023
2449,"Marion, TN",74.9,04,30,10/28/2023
2450,"Marshall, TN",78.3,04,30,10/28/2023
2451,"Maury, TN",78.3,04,30,10/28/2023
2452,"McMinn, TN",76.0,04,30,10/28/2023
2453,"McNairy, TN",80.5,04,30,10/28/2023
2454,"Meigs, TN",76.3,04,30,10/28/2023
2455,"Monroe, TN",74.2,04,30,10/28/2023
2456,"Montgomery, TN",76.1,04,30,10/28/2023
2457,"Moore, TN",77.6,04,30,10/28/2023
2458,"Morgan, TN",73.0,04,30,10/28/2023
2459,"Obion, TN",79.7,04,30,10/28/2023
2460,"Overton, TN",74.8,04,30,10/28/2023
2461,"Perry, TN",78.3,04,30,10/28/2023
2462,"Pickett, TN",74.6,04,30,10/28/2023
2463,"Polk, TN",75.1,04,30,10/28/2023
2464,"Putnam, TN",75.3,04,30,10/28/2023
2465,"Rhea, TN",74.9,04,30,10/28/2023
2466,"Roane, TN",75.2,04,30,10/28/2023
2467,"Robertson, TN",75.7,04,30,10/28/2023
2468,"Rutherford, TN",78.1,04,30,10/28/2023
2469,"Scott, TN",72.2,04,30,10/28/2023
2470,"Sequatchie, TN",73.7,04,30,10/28/2023
2471,"Sevier, TN",72.6,04,30,10/28/2023
2472,"Shelby, TN",83.1,04,30,10/28/2023
2473,"Smith, TN",77.3,04,30,10/28/2023
2474,"Stewart, TN",76.4,04,30,10/28/2023
2475,"Sullivan, TN",73.1,04,30,10/28/2023
2476,"Sumner, TN",76.1,04,30,10/28/2023
2477,"Tipton, TN",82.2,04,30,10/28/2023
2478,"Trousdale, TN",77.0,04,30,10/28/2023
2479,"Unicoi, TN",70.1,04,30,10/28/2023
2480,"Union, TN",73.5,04,30,10/28/2023
2481,"Van Buren, TN",73.9,04,30,10/28/2023
2482,"Warren, TN",76.1,04,30,10/28/2023
2483,"Washington, TN",73.5,04,30,10/28/2023
2484,"Wayne, TN",78.7,04,30,10/28/2023
2485,"Weakley, TN",78.7,04,30,10/28/2023
2486,"White, TN",75.3,04,30,10/28/2023
2487,"Williamson, TN",77.4,04,30,10/28/2023
2488,"Wilson, TN",77.4,04,30,10/28/2023
2489,"Anderson, TX",83.8,06,16,10/28/2023
2490,"Andrews, TX",78.3,06,16,10/28/2023
2491,"Angelina, TX",86.2,06,16,10/28/2023
2492,"Aransas, TX",86.8,06,16,10/28/2023
2493,"Archer, TX",81.6,06,16,10/28/2023
2494,"Armstrong, TX",80.5,06,16,10/28/2023
2495,"Atascosa, TX",88.4,06,16,10/28/2023
2496,"Austin, TX",86.6,06,16,10/28/2023
2497,"Bailey, TX",78.5,06,16,10/28/2023
2498,"Bandera, TX",84.6,06,16,10/28/2023
2499,"Bastrop, TX",85.8,06,16,10/28/2023
2500,"Baylor, TX",81.7,06,16,10/28/2023
2501,"Bee, TX",87.7,06,16,10/28/2023
2502,"Bell, TX",85.7,06,16,10/28/2023
2503,"Bexar, TX",86.6,06,16,10/28/2023
2504,"Blanco, TX",83.8,06,16,10/28/2023
2505,"Borden, TX",77.8,06,16,10/28/2023
2506,"Bosque, TX",83.8,06,16,10/28/2023
2507,"Bowie, TX",80.0,06,16,10/28/2023
2508,"Brazoria, TX",86.7,06,16,10/28/2023
2509,"Brazos, TX",86.4,06,16,10/28/2023
2510,"Brewster, TX",82.1,06,16,10/28/2023
2511,"Briscoe, TX",79.2,06,16,10/28/2023
2512,"Brooks, TX",91.3,06,16,10/28/2023
2513,"Brown, TX",82.8,06,16,10/28/2023
2514,"Burleson, TX",86.4,06,16,10/28/2023
2515,"Burnet, TX",83.9,06,16,10/28/2023
2516,"Caldwell, TX",85.9,06,16,10/28/2023
2517,"Calhoun, TX",86.4,06,16,10/28/2023
2518,"Callahan, TX",80.8,06,16,10/28/2023
2519,"Cameron, TX",91.5,06,16,10/28/2023
2520,"Camp, TX",81.2,06,16,10/28/2023
2521,"Carson, TX",80.6,06,16,10/28/2023
2522,"Cass, TX",81.0,06,16,10/28/2023
2523,"Castro, TX",78.8,06,16,10/28/2023
2524,"Chambers, TX",86.0,06,16,10/28/2023
2525,"Cherokee, TX",83.8,06,16,10/28/2023
2526,"Childress, TX",80.4,06,16,10/28/2023
2527,"Clay, TX",81.0,06,16,10/28/2023
2528,"Cochran, TX",77.3,06,16,10/28/2023
2529,"Coke, TX",80.7,06,16,10/28/2023
2530,"Coleman, TX",82.6,06,16,10/28/2023
2531,"Collin, TX",81.2,06,16,10/28/2023
2532,"Collingsworth, TX",80.1,06,16,10/28/2023
2533,"Colorado, TX",86.5,06,16,10/28/2023
2534,"Comal, TX",85.1,06,16,10/28/2023
2535,"Comanche, TX",82.2,06,16,10/28/2023
2536,"Concho, TX",83.0,06,16,10/28/2023
2537,"Cooke, TX",80.0,06,16,10/28/2023
2538,"Coryell, TX",84.3,06,16,10/28/2023
2539,"Cottle, TX",79.5,06,16,10/28/2023
2540,"Crane, TX",82.9,06,16,10/28/2023
2541,"Crockett, TX",82.4,06,16,10/28/2023
2542,"Crosby, TX",75.8,06,16,10/28/2023
2543,"Culberson, TX",79.5,06,16,10/28/2023
2544,"Dallam, TX",79.3,06,16,10/28/2023
2545,"Dallas, TX",82.2,06,16,10/28/2023
2546,"Dawson, TX",77.0,06,16,10/28/2023
2547,"Deaf Smith, TX",79.7,06,16,10/28/2023
2548,"Delta, TX",80.7,06,16,10/28/2023
2549,"Denton, TX",81.3,06,16,10/28/2023
