row,Region,Avg. temperature,Regional Illnesses,Week of
1953,04,52.80720108695651,8,02/01/2020
1954,05,32.59809160305342,6,02/01/2020
1955,06,56.64135188866801,6,02/01/2020
1956,07,38.116990291262105,0,02/01/2020
1957,08,36.53711340206189,2,02/01/2020
1958,09,58.16777777777777,5,02/01/2020
1959,10,43.4655462184874,3,02/01/2020
1960,01,32.03582089552238,6,01/25/2020
1961,02,35.279518072289164,5,01/25/2020
1962,03,40.417667844522974,5,01/25/2020
1963,04,49.25461956521746,6,01/25/2020
1964,05,30.776717557251892,4,01/25/2020
1965,06,54.087872763419504,2,01/25/2020
1966,07,31.730582524271835,0,01/25/2020
1967,08,31.7254295532646,2,01/25/2020
1968,09,54.716666666666654,13,01/25/2020
1969,10,41.49831932773107,4,01/25/2020
1970,01,39.40895522388059,6,01/18/2020
1971,02,44.530120481927725,4,01/18/2020
1972,03,54.17137809187279,4,01/18/2020
1973,04,65.30475543478262,11,01/18/2020
1974,05,34.61011450381679,3,01/18/2020
1975,06,60.55944333996025,6,01/18/2020
1976,07,35.22427184466017,18,01/18/2020
1977,08,24.15876288659796,2,01/18/2020
1978,09,49.57999999999999,3,01/18/2020
1979,10,33.16386554621848,3,01/18/2020
1980,01,35.14925373134328,6,01/11/2020
1981,02,39.412048192771074,5,01/11/2020
1982,03,47.43109540636047,4,01/11/2020
1983,04,60.639402173913034,7,01/11/2020
1984,05,39.48854961832062,4,01/11/2020
1985,06,64.45367793240558,6,01/11/2020
1986,07,46.17354368932039,0,01/11/2020
1987,08,32.535051546391756,2,01/11/2020
1988,09,52.8088888888889,6,01/11/2020
1989,10,38.67731092436975,4,01/11/2020
1990,01,,5,01/04/2020
1991,02,,4,01/04/2020
1992,03,,3,01/04/2020
1993,04,,10,01/04/2020
1994,05,,4,01/04/2020
1995,06,,3,01/04/2020
1996,07,,4,01/04/2020
1997,08,,9,01/04/2020
1998,09,,7,01/04/2020
1999,10,,5,01/04/2020
2000,01,38.849253731343275,5,12/28/2019
2001,02,43.95301204819277,3,12/28/2019
2002,03,52.68021201413427,5,12/28/2019
2003,04,62.33233695652163,6,12/28/2019
2004,05,47.87099236641218,5,12/28/2019
2005,06,63.90675944333997,4,12/28/2019
2006,07,51.86966019417477,8,12/28/2019
2007,08,36.536769759450124,2,12/28/2019
2008,09,48.7944444444444,3,12/28/2019
2009,10,37.91260504201683,8,12/28/2019
2010,01,31.976119402985077,2,12/21/2019
2011,02,32.790361445783134,5,12/21/2019
2012,03,42.456183745583054,5,12/21/2019
2013,04,55.65475543478258,5,12/21/2019
2014,05,29.751145038167937,5,12/21/2019
2015,06,55.62047713717693,6,12/21/2019
2016,07,36.07014563106796,9,12/21/2019
2017,08,30.848797250859118,5,12/21/2019
2018,09,50.56333333333332,5,12/21/2019
2019,10,37.03025210084032,7,12/21/2019
2020,01,38.95373134328357,1,12/14/2019
2021,02,40.67710843373494,6,12/14/2019
2022,03,46.7455830388692,8,12/14/2019
2023,04,57.66127717391305,9,12/14/2019
2024,05,35.227480916030544,7,12/14/2019
2025,06,60.43121272365802,3,12/14/2019
2026,07,43.612864077669904,0,12/14/2019
2027,08,31.583848797250877,2,12/14/2019
2028,09,54.826666666666654,11,12/14/2019
2029,10,40.54369747899161,6,12/14/2019
2030,01,32.59402985074627,3,12/07/2019
2031,02,35.21084337349398,1,12/07/2019
2032,03,45.085865724381655,2,12/07/2019
2033,04,58.67989130434782,6,12/07/2019
2034,05,39.25763358778627,3,12/07/2019
2035,06,64.19005964214709,3,12/07/2019
2036,07,47.090776699029114,8,12/07/2019
2037,08,36.43642611683851,7,12/07/2019
2038,09,51.540000000000006,6,12/07/2019
2039,10,39.09747899159664,3,12/07/2019
2040,01,42.70447761194031,4,11/30/2019
2041,02,46.069879518072284,9,11/30/2019
2042,03,52.01413427561839,3,11/30/2019
2043,04,62.854483695652185,8,11/30/2019
2044,05,43.60133587786258,3,11/30/2019
2045,06,62.98528827037777,3,11/30/2019
2046,07,45.96359223300974,5,11/30/2019
2047,08,35.73917525773193,5,11/30/2019
2048,09,49.64555555555554,3,11/30/2019
2049,10,37.217647058823545,9,11/30/2019
2050,01,38.58955223880597,4,11/23/2019
2051,02,41.787951807228914,7,11/23/2019
2052,03,49.29469964664311,5,11/23/2019
2053,04,61.0952445652174,8,11/23/2019
2054,05,42.86431297709926,5,11/23/2019
2055,06,67.33161033797217,3,11/23/2019
2056,07,52.893689320388376,9,11/23/2019
2057,08,44.83642611683848,7,11/23/2019
2058,09,63.12333333333333,9,11/23/2019
2059,10,47.921008403361334,5,11/23/2019
2060,01,37.950746268656715,2,11/16/2019
2061,02,39.37590361445783,4,11/16/2019
2062,03,47.812367491166036,6,11/16/2019
2063,04,55.498641304347856,10,11/16/2019
2064,05,35.05209923664128,2,11/16/2019
2065,06,58.0099403578529,4,11/16/2019
2066,07,45.71553398058254,18,11/16/2019
2067,08,43.34329896907217,15,11/16/2019
2068,09,69.75222222222224,14,11/16/2019
2069,10,51.25630252100839,7,11/16/2019
2070,01,46.386567164179105,4,11/09/2019
2071,02,47.191566265060246,4,11/09/2019
2072,03,54.1416961130742,1,11/09/2019
2073,04,64.23614130434784,15,11/09/2019
2074,05,42.079007633587786,5,11/09/2019
2075,06,65.93538767395623,5,11/09/2019
2076,07,50.026699029126235,4,11/09/2019
2077,08,43.950859106529215,10,11/09/2019
2078,09,72.44333333333336,20,11/09/2019
2079,10,54.519327731092424,8,11/09/2019
2080,01,56.72238805970147,9,11/02/2019
2081,02,60.66265060240964,8,11/02/2019
2082,03,66.66607773851598,8,11/02/2019
2083,04,70.24809782608698,34,11/02/2019
2084,05,48.69064885496192,1,11/02/2019
2085,06,59.75924453280312,6,11/02/2019
2086,07,44.83349514563103,5,11/02/2019
2087,08,35.68384879725083,8,11/02/2019
2088,09,64.24999999999999,10,11/02/2019
2089,10,43.751260504201674,4,11/02/2019
2090,01,59.149253731343265,4,10/26/2019
2091,02,60.81445783132531,5,10/26/2019
2092,03,64.83745583038868,2,10/26/2019
2093,04,72.47228260869565,27,10/26/2019
2094,05,58.42938931297705,5,10/26/2019
2095,06,72.78449304174947,8,10/26/2019
2096,07,58.91917475728155,4,10/26/2019
2097,08,49.969759450171786,10,10/26/2019
2098,09,74.55555555555553,21,10/26/2019
2099,10,53.615126050420166,0,10/26/2019
2100,01,58.726865671641775,3,10/19/2019
2101,02,59.7710843373494,8,10/19/2019
2102,03,64.89293286219082,6,10/19/2019
2103,04,72.11059782608694,19,10/19/2019
2104,05,55.683587786259494,4,10/19/2019
2105,06,74.91451292246516,20,10/19/2019
2106,07,65.33276699029123,0,10/19/2019
2107,08,56.86838487972508,12,10/19/2019
2108,09,72.91666666666664,19,10/19/2019
2109,10,57.145378151260516,3,10/19/2019
2110,01,61.08805970149254,0,10/12/2019
2111,02,64.40481927710844,7,10/12/2019
2112,03,70.19328621908126,5,10/12/2019
2113,04,80.26168478260874,33,10/12/2019
2114,05,66.89732824427473,4,10/12/2019
2115,06,80.5713717693837,33,10/12/2019
2116,07,65.04757281553395,5,10/12/2019
2117,08,54.331615120274904,5,10/12/2019
2118,09,75.63666666666664,28,10/12/2019
2119,10,55.00672268907562,4,10/12/2019
2120,01,63.73880597014925,10,10/05/2019
2121,02,70.08433734939761,12,10/05/2019
2122,03,83.67385159010603,60,10/05/2019
2123,04,92.65081521739137,160,10/05/2019
2124,05,72.1156488549619,35,10/05/2019
2125,06,88.58389662027834,140,10/05/2019
2126,07,72.92524271844661,48,10/05/2019
2127,08,55.15154639175262,20,10/05/2019
2128,09,68.18222222222224,19,10/05/2019
2129,10,51.021848739495795,5,10/05/2019
2130,01,74.41940298507465,22,09/28/2019
2131,02,76.88433734939758,22,09/28/2019
2132,03,83.16855123674908,61,09/28/2019
2133,04,89.4658967391304,110,09/28/2019
2134,05,76.43072519083962,19,09/28/2019
2135,06,89.713717693837,162,09/28/2019
2136,07,79.26893203883489,34,09/28/2019
2137,08,68.09243986254297,19,09/28/2019
2138,09,80.36111111111111,44,09/28/2019
2139,10,64.84873949579834,10,09/28/2019
2140,01,68.55522388059703,23,09/21/2019
2141,02,72.96144578313258,10,09/21/2019
2142,03,79.96713780918728,49,09/21/2019
2143,04,89.53695652173913,129,09/21/2019
2144,05,81.67729007633594,41,09/21/2019
2145,06,91.5850894632207,159,09/21/2019
2146,07,88.24296116504846,194,09/21/2019
2147,08,77.3701030927835,40,09/21/2019
2148,09,77.60222222222222,60,09/21/2019
2149,10,63.993277310924384,12,09/21/2019
2150,01,69.16567164179105,10,09/14/2019
2151,02,74.03734939759038,16,09/14/2019
2152,03,83.7505300353357,69,09/14/2019
2153,04,92.59999999999985,214,09/14/2019
2154,05,76.94236641221363,69,09/14/2019
2155,06,93.05308151093439,213,09/14/2019
2156,07,83.29077669902908,71,09/14/2019
2157,08,67.92268041237116,28,09/14/2019
2158,09,81.73666666666668,131,09/14/2019
2159,10,68.26638655462185,15,09/14/2019
2160,01,71.4417910447761,7,09/07/2019
2161,02,74.76024096385538,12,09/07/2019
2162,03,82.99505300353358,50,09/07/2019
2163,04,89.73736413043474,203,09/07/2019
2164,05,75.8053435114504,20,09/07/2019
2165,06,94.1407554671969,346,09/07/2019
2166,07,83.70266990291269,225,09/07/2019
2167,08,80.58625429553264,128,09/07/2019
2168,09,90.26,305,09/07/2019
2169,10,81.34957983193277,56,09/07/2019
2170,01,75.10298507462687,20,08/31/2019
2171,02,75.20361445783132,14,08/31/2019
2172,03,78.33816254416963,48,08/31/2019
2173,04,84.96249999999998,121,08/31/2019
2174,05,75.81946564885493,18,08/31/2019
2175,06,92.34294234592441,289,08/31/2019
2176,07,79.09004854368933,95,08/31/2019
2177,08,77.5106529209622,89,08/31/2019
2178,09,91.91111111111107,323,08/31/2019
2179,10,81.23613445378155,112,08/31/2019
2180,01,80.0268656716418,105,08/24/2019
2181,02,82.41566265060241,78,08/24/2019
2182,03,87.82968197879858,226,08/24/2019
2183,04,91.06820652173924,270,08/24/2019
2184,05,80.7998091603054,69,08/24/2019
2185,06,95.99662027833004,441,08/24/2019
2186,07,84.932281553398,380,08/24/2019
2187,08,80.74158075601375,122,08/24/2019
2188,09,89.4966666666667,253,08/24/2019
2189,10,79.59747899159665,63,08/24/2019
2190,01,77.33731343283583,35,08/17/2019
2191,02,79.59156626506022,34,08/17/2019
2192,03,84.9636042402827,126,08/17/2019
2193,04,91.6725543478262,345,08/17/2019
2194,05,80.69293893129765,61,08/17/2019
2195,06,96.98131212723652,585,08/17/2019
2196,07,85.15169902912628,309,08/17/2019
2197,08,78.25292096219933,81,08/17/2019
2198,09,90.48111111111115,306,08/17/2019
2199,10,77.75294117647059,69,08/17/2019
2200,01,80.29850746268659,71,08/10/2019
2201,02,82.14096385542167,34,08/10/2019
2202,03,85.87491166077737,121,08/10/2019
2203,04,89.73043478260873,247,08/10/2019
2204,05,83.77958015267174,92,08/10/2019
2205,06,94.74373757455268,481,08/10/2019
2206,07,86.75121359223296,277,08/10/2019
2207,08,83.38969072164943,153,08/10/2019
2208,09,89.54444444444442,310,08/10/2019
2209,10,84.0848739495798,174,08/10/2019
2210,01,84.9358208955224,263,08/03/2019
2211,02,85.53132530120483,133,08/03/2019
2212,03,86.87879858657244,210,08/03/2019
2213,04,89.51331521739135,202,08/03/2019
2214,05,82.53129770992369,88,08/03/2019
2215,06,93.97355864811135,373,08/03/2019
2216,07,85.53786407766995,263,08/03/2019
2217,08,83.03058419243978,250,08/03/2019
2218,09,90.93333333333335,428,08/03/2019
2219,10,82.90420168067224,158,08/03/2019
2220,01,81.7089552238806,245,07/27/2019
2221,02,82.89156626506029,273,07/27/2019
2222,03,85.11236749116611,366,07/27/2019
2223,04,87.16467391304344,196,07/27/2019
2224,05,82.06927480916028,150,07/27/2019
2225,06,90.9660039761432,255,07/27/2019
2226,07,84.62985436893206,317,07/27/2019
2227,08,82.6759450171821,263,07/27/2019
2228,09,91.10666666666667,454,07/27/2019
2229,10,83.2966386554622,175,07/27/2019
2230,01,82.46268656716418,338,07/20/2019
2231,02,85.33012048192771,343,07/20/2019
2232,03,89.47597173144887,647,07/20/2019
2233,04,90.62798913043481,410,07/20/2019
2234,05,87.470038167939,499,07/20/2019
2235,06,93.25188866799209,494,07/20/2019
2236,07,91.32621359223309,799,07/20/2019
2237,08,85.0783505154639,281,07/20/2019
2238,09,89.7655555555556,357,07/20/2019
2239,10,76.96470588235293,71,07/20/2019
2240,01,82.12388059701495,137,07/13/2019
2241,02,83.0373493975903,89,07/13/2019
2242,03,85.74876325088341,221,07/13/2019
2243,04,90.77051630434785,349,07/13/2019
2244,05,84.33110687022905,232,07/13/2019
2245,06,93.28151093439355,521,07/13/2019
2246,07,86.7504854368932,470,07/13/2019
2247,08,81.57869415807563,171,07/13/2019
2248,09,86.97777777777779,276,07/13/2019
2249,10,77.35294117647064,97,07/13/2019
2250,01,82.52537313432835,214,07/06/2019
2251,02,84.07710843373494,120,07/06/2019
2252,03,87.92190812720845,277,07/06/2019
2253,04,91.61562499999995,356,07/06/2019
2254,05,86.98282442748095,346,07/06/2019
2255,06,91.7534791252485,320,07/06/2019
2256,07,89.56917475728153,451,07/06/2019
2257,08,79.91271477663234,120,07/06/2019
2258,09,85.26444444444445,262,07/06/2019
2259,10,75.18403361344538,93,07/06/2019
2260,01,79.0820895522388,130,06/29/2019
2261,02,82.95421686746988,107,06/29/2019
2262,03,85.47809187279152,255,06/29/2019
2263,04,89.07336956521738,300,06/29/2019
2264,05,82.0038167938931,207,06/29/2019
2265,06,90.48807157057651,308,06/29/2019
2266,07,84.38398058252426,570,06/29/2019
2267,08,76.54501718213058,108,06/29/2019
2268,09,82.89333333333335,181,06/29/2019
2269,10,69.89411764705885,40,06/29/2019
2270,01,72.55522388059701,17,06/22/2019
2271,02,75.23614457831324,19,06/22/2019
2272,03,81.49081272084813,94,06/22/2019
2273,04,87.53750000000002,206,06/22/2019
2274,05,74.98244274809164,26,06/22/2019
2275,06,90.71232604373753,327,06/22/2019
2276,07,80.45461165048545,174,06/22/2019
2277,08,71.66151202749144,73,06/22/2019
2278,09,85.0388888888889,186,06/22/2019
2279,10,71.43445378151262,71,06/22/2019
2280,01,72.66716417910449,38,06/15/2019
2281,02,73.3373493975904,15,06/15/2019
2282,03,75.31484098939924,29,06/15/2019
2283,04,81.77527173913039,89,06/15/2019
2284,05,74.6677480916031,18,06/15/2019
2285,06,86.0149105367793,154,06/15/2019
2286,07,78.43713592233014,115,06/15/2019
2287,08,73.67388316151205,73,06/15/2019
2288,09,87.90555555555558,414,06/15/2019
2289,10,76.16554621848739,270,06/15/2019
2290,01,70.95522388059703,39,06/08/2019
2291,02,73.63012048192772,31,06/08/2019
2292,03,78.07243816254417,64,06/08/2019
2293,04,86.40176630434799,166,06/08/2019
2294,05,78.22213740458014,41,06/08/2019
2295,06,87.51451292246524,188,06/08/2019
2296,07,83.60703883495144,328,06/08/2019
2297,08,78.0683848797251,92,06/08/2019
2298,09,81.4588888888889,170,06/08/2019
2299,10,70.4411764705882,48,06/08/2019
2300,01,68.2686567164179,55,06/01/2019
2301,02,73.46506024096384,27,06/01/2019
2302,03,84.20671378091873,169,06/01/2019
2303,04,91.17201086956523,331,06/01/2019
2304,05,77.20763358778628,49,06/01/2019
2305,06,85.92683896620282,142,06/01/2019
2306,07,77.51043689320389,60,06/01/2019
2307,08,67.88281786941586,36,06/01/2019
2308,09,70.79000000000002,60,06/01/2019
2309,10,68.39159663865549,45,06/01/2019
2310,01,68.15373134328361,23,05/25/2019
2311,02,73.48433734939759,13,05/25/2019
2312,03,81.23498233215538,95,05/25/2019
2313,04,88.34334239130432,216,05/25/2019
2314,05,69.68835877862594,36,05/25/2019
2315,06,84.44791252485093,129,05/25/2019
2316,07,68.50097087378636,54,05/25/2019
2317,08,53.76288659793816,5,05/25/2019
2318,09,62.68333333333335,17,05/25/2019
2319,10,59.8890756302521,17,05/25/2019
2320,01,57.423880597014936,8,05/18/2019
2321,02,59.87349397590365,5,05/18/2019
2322,03,68.22791519434631,48,05/18/2019
2323,04,78.35122282608693,86,05/18/2019
2324,05,67.22690839694657,30,05/18/2019
2325,06,80.77415506958259,72,05/18/2019
2326,07,75.48349514563111,151,05/18/2019
2327,08,68.5567010309278,40,05/18/2019
2328,09,71.05111111111113,37,05/18/2019
2329,10,66.94201680672269,27,05/18/2019
2330,01,62.016417910447764,6,05/11/2019
2331,02,65.80120481927713,4,05/11/2019
2332,03,75.23922261484098,22,05/11/2019
2333,04,80.54945652173919,71,05/11/2019
2334,05,65.20171755725194,11,05/11/2019
2335,06,76.44572564612325,47,05/11/2019
2336,07,65.01941747572819,13,05/11/2019
2337,08,56.21821305841923,22,05/11/2019
2338,09,72.97444444444444,30,05/11/2019
2339,10,70.31596638655462,57,05/11/2019
2340,01,51.63283582089553,7,05/04/2019
2341,02,57.55180722891566,4,05/04/2019
2342,03,74.06784452296819,49,05/04/2019
2343,04,82.00203804347832,75,05/04/2019
2344,05,58.20381679389312,6,05/04/2019
2345,06,79.35586481113323,30,05/04/2019
2346,07,61.175970873786454,9,05/04/2019
2347,08,51.86529209621991,28,05/04/2019
2348,09,72.20000000000002,50,05/04/2019
2349,10,57.52352941176475,16,05/04/2019
2350,01,59.488059701492524,3,04/27/2019
2351,02,64.64698795180723,6,04/27/2019
2352,03,71.37137809187277,28,04/27/2019
2353,04,76.09769021739137,37,04/27/2019
2354,05,65.93053435114498,10,04/27/2019
2355,06,77.7009940357853,36,04/27/2019
2356,07,72.40388349514569,9,04/27/2019
2357,08,63.90034364261168,20,04/27/2019
2358,09,76.22111111111113,90,04/27/2019
2359,10,61.83193277310924,11,04/27/2019
2360,01,60.150746268656725,18,04/20/2019
2361,02,63.43855421686751,3,04/20/2019
2362,03,71.03427561837454,15,04/20/2019
2363,04,74.82676630434786,26,04/20/2019
2364,05,58.19599236641218,6,04/20/2019
2365,06,72.7395626242544,13,04/20/2019
2366,07,65.73810679611653,31,04/20/2019
2367,08,56.93883161512028,12,04/20/2019
2368,09,69.7022222222222,36,04/20/2019
2369,10,56.05126050420164,11,04/20/2019
2370,01,48.49552238805969,8,04/13/2019
2371,02,59.948192771084315,6,04/13/2019
2372,03,71.02932862190809,14,04/13/2019
2373,04,78.2914402173913,43,04/13/2019
2374,05,60.382251908396945,9,04/13/2019
2375,06,78.56560636182904,46,04/13/2019
2376,07,66.85121359223301,13,04/13/2019
2377,08,50.36907216494846,0,04/13/2019
2378,09,64.45888888888886,29,04/13/2019
2379,10,50.289075630252114,1,04/13/2019
2380,01,49.24776119402985,4,04/06/2019
2381,02,50.89156626506023,3,04/06/2019
2382,03,58.71166077738516,5,04/06/2019
2383,04,67.17676630434788,16,04/06/2019
2384,05,49.23950381679386,5,04/06/2019
2385,06,67.51809145129224,5,04/06/2019
2386,07,56.412135922330044,4,04/06/2019
2387,08,50.10412371134017,7,04/06/2019
2388,09,62.92333333333332,17,04/06/2019
2389,10,55.378991596638656,7,04/06/2019
2390,01,45.24477611940297,3,03/30/2019
2391,02,48.567469879518065,5,03/30/2019
2392,03,58.838515901060056,11,03/30/2019
2393,04,69.26046195652174,17,03/30/2019
2394,05,52.797137404580184,4,03/30/2019
2395,06,73.67077534791245,14,03/30/2019
2396,07,58.291747572815474,9,03/30/2019
2397,08,48.741237113402086,17,03/30/2019
2398,09,60.90666666666667,20,03/30/2019
2399,10,51.904201680672266,6,03/30/2019
2400,01,41.52238805970149,2,03/23/2019
2401,02,44.15421686746988,2,03/23/2019
2402,03,50.690459363957586,6,03/23/2019
2403,04,62.02744565217386,10,03/23/2019
2404,05,45.46011450381676,4,03/23/2019
2405,06,67.08111332007952,3,03/23/2019
2406,07,55.19514563106794,13,03/23/2019
2407,08,45.67594501718216,9,03/23/2019
2408,09,62.89,19,03/23/2019
2409,10,57.206722689075654,8,03/23/2019
2410,01,44.311940298507466,8,03/16/2019
2411,02,48.563855421686746,3,03/16/2019
2412,03,59.75088339222617,3,03/16/2019
2413,04,69.62119565217385,18,03/16/2019
2414,05,46.99045801526723,3,03/16/2019
2415,06,65.94214711729626,8,03/16/2019
2416,07,48.37548543689318,4,03/16/2019
2417,08,36.74742268041239,2,03/16/2019
2418,09,54.54888888888892,6,03/16/2019
2419,10,43.53865546218488,1,03/16/2019
2420,01,30.886567164179105,4,03/09/2019
2421,02,31.298795180722898,3,03/09/2019
2422,03,37.49575971731448,4,03/09/2019
2423,04,52.69660326086956,14,03/09/2019
2424,05,25.203816793893147,3,03/09/2019
2425,06,53.0401590457256,4,03/09/2019
2426,07,27.33907766990292,4,03/09/2019
2427,08,23.51099656357389,9,03/09/2019
2428,09,54.46888888888888,9,03/09/2019
2429,10,37.555462184873946,6,03/09/2019
2430,01,30.25522388059702,2,03/02/2019
2431,02,33.499999999999986,5,03/02/2019
2432,03,47.65618374558303,7,03/02/2019
2433,04,63.85869565217387,16,03/02/2019
2434,05,32.188740458015246,3,03/02/2019
2435,06,60.271570576540725,3,03/02/2019
2436,07,29.910194174757283,23,03/02/2019
2437,08,22.63470790378007,7,03/02/2019
2438,09,54.01555555555558,6,03/02/2019
2439,10,35.443697478991595,3,03/02/2019
2440,01,32.33283582089554,5,02/23/2019
2441,02,35.37108433734941,5,02/23/2019
2442,03,44.519081272084804,2,02/23/2019
2443,04,58.80869565217391,21,02/23/2019
2444,05,31.89255725190841,3,02/23/2019
2445,06,52.95844930417493,3,02/23/2019
2446,07,30.358495145631064,0,02/23/2019
2447,08,19.474226804123695,7,02/23/2019
2448,09,44.14666666666668,7,02/23/2019
2449,10,33.18151260504201,5,02/23/2019
2450,01,32.44925373134328,2,02/16/2019
2451,02,36.31325301204818,3,02/16/2019
2452,03,45.028975265017685,4,02/16/2019
2453,04,59.46399456521749,8,02/16/2019
2454,05,31.15286259541985,3,02/16/2019
2455,06,59.60974155069576,7,02/16/2019
2456,07,35.840048543689335,0,02/16/2019
2457,08,22.572852233676976,9,02/16/2019
2458,09,47.86111111111113,10,02/16/2019
2459,10,33.41344537815127,1,02/16/2019
2460,01,42.15223880597016,3,02/09/2019
2461,02,47.24698795180726,3,02/09/2019
2462,03,57.77526501766784,3,02/09/2019
2463,04,67.89361413043478,9,02/09/2019
2464,05,37.50725190839694,5,02/09/2019
2465,06,63.44473161033797,7,02/09/2019
2466,07,34.769417475728154,9,02/09/2019
2467,08,18.276288659793824,7,02/09/2019
2468,09,46.29555555555556,8,02/09/2019
2469,10,32.77563025210085,3,02/09/2019
2470,01,24.499999999999996,7,02/02/2019
2471,02,24.9277108433735,6,02/02/2019
2472,03,34.17985865724383,5,02/02/2019
2473,04,49.8983695652174,6,02/02/2019
2474,05,15.455534351145024,6,02/02/2019
2475,06,55.966998011928425,5,02/02/2019
2476,07,32.368689320388356,27,02/02/2019
2477,08,29.463917525773194,5,02/02/2019
2478,09,60.20666666666665,11,02/02/2019
2479,10,43.481512605042006,3,02/02/2019
2480,01,28.750746268656727,5,01/26/2019
2481,02,30.797590361445785,3,01/26/2019
2482,03,40.03392226148409,6,01/26/2019
2483,04,51.004891304347794,6,01/26/2019
2484,05,22.197709923664128,8,01/26/2019
2485,06,53.631411530815114,3,01/26/2019
2486,07,29.15995145631068,9,01/26/2019
2487,08,26.667010309278364,2,01/26/2019
2488,09,55.34111111111112,6,01/26/2019
2489,10,40.46974789915965,8,01/26/2019
2490,01,26.54477611940298,5,01/19/2019
2491,02,29.325301204819272,1,01/19/2019
2492,03,36.24416961130744,3,01/19/2019
2493,04,49.985326086956505,9,01/19/2019
2494,05,29.47194656488549,5,01/19/2019
2495,06,54.542345924453286,4,01/19/2019
2496,07,34.416747572815524,5,01/19/2019
2497,08,30.8319587628866,2,01/19/2019
2498,09,51.62111111111113,11,01/19/2019
2499,10,39.57310924369748,1,01/19/2019
2500,01,31.83731343283582,5,01/12/2019
2501,02,35.05060240963854,3,01/12/2019
2502,03,44.76113074204947,7,01/12/2019
2503,04,58.31956521739134,5,01/12/2019
2504,05,37.6082061068702,4,01/12/2019
2505,06,61.694035785288314,5,01/12/2019
2506,07,46.65072815533979,9,01/12/2019
2507,08,36.90618556701034,2,01/12/2019
2508,09,52.02,11,01/12/2019
2509,10,40.685714285714276,3,01/12/2019
2510,01,,5,01/05/2019
2511,02,,5,01/05/2019
2512,03,,4,01/05/2019
2513,04,,6,01/05/2019
2514,05,,5,01/05/2019
2515,06,,6,01/05/2019
2516,07,,4,01/05/2019
2517,08,,5,01/05/2019
2518,09,,6,01/05/2019
2519,10,,5,01/05/2019
2520,01,36.4402985074627,2,12/29/2018
2521,02,40.0867469879518,1,12/29/2018
2522,03,46.70671378091871,7,12/29/2018
2523,04,58.10883152173907,3,12/29/2018
2524,05,38.75381679389314,3,12/29/2018
2525,06,59.17753479125249,3,12/29/2018
2526,07,42.00315533980583,4,12/29/2018
2527,08,28.16632302405499,9,12/29/2018
2528,09,50.310000000000024,9,12/29/2018
2529,10,35.407563025210074,1,12/29/2018
2530,01,40.7820895522388,4,12/22/2018
2531,02,43.77469879518071,3,12/22/2018
2532,03,50.561484098939914,4,12/22/2018
2533,04,56.82459239130438,7,12/22/2018
2534,05,42.24141221374043,5,12/22/2018
2535,06,59.36958250497017,5,12/22/2018
2536,07,49.21626213592237,0,12/22/2018
2537,08,43.25429553264604,2,12/22/2018
2538,09,56.30000000000001,7,12/22/2018
2539,10,42.84453781512608,4,12/22/2018
2540,01,30.911940298507474,5,12/15/2018
2541,02,35.70722891566265,2,12/15/2018
2542,03,40.31413427561838,4,12/15/2018
2543,04,50.95040760869564,6,12/15/2018
2544,05,36.10629770992368,5,12/15/2018
2545,06,53.69960238568589,4,12/15/2018
2546,07,41.23082524271846,10,12/15/2018
2547,08,37.68144329896909,5,12/15/2018
2548,09,53.81666666666667,4,12/15/2018
2549,10,38.766386554621846,4,12/15/2018
2550,01,36.69104477611941,2,12/08/2018
2551,02,38.88433734939759,1,12/08/2018
2552,03,45.478798586572466,4,12/08/2018
2553,04,56.32092391304347,8,12/08/2018
2554,05,34.94580152671752,5,12/08/2018
2555,06,54.89025844930419,3,12/08/2018
2556,07,34.70703883495145,10,12/08/2018
2557,08,28.50206185567011,0,12/08/2018
2558,09,48.72111111111113,7,12/08/2018
2559,10,33.89243697478993,3,12/08/2018
2560,01,38.80447761194029,6,12/01/2018
2561,02,40.52530120481927,3,12/01/2018
2562,03,44.669611307420446,2,12/01/2018
2563,04,55.757880434782564,7,12/01/2018
2564,05,35.55744274809159,4,12/01/2018
2565,06,64.87614314115312,4,12/01/2018
2566,07,40.377427184466,0,12/01/2018
2567,08,36.240893470790375,3,12/01/2018
2568,09,55.60777777777776,8,12/01/2018
2569,10,41.84453781512606,9,12/01/2018
2570,01,32.507462686567166,3,11/24/2018
2571,02,35.624096385542174,2,11/24/2018
2572,03,46.19151943462897,5,11/24/2018
2573,04,59.83152173913042,9,11/24/2018
2574,05,37.37423664122138,3,11/24/2018
2575,06,59.29165009940358,3,11/24/2018
2576,07,47.123786407767,19,11/24/2018
2577,08,40.56735395189004,8,11/24/2018
2578,09,59.484444444444435,7,11/24/2018
2579,10,44.845378151260526,3,11/24/2018
2580,01,37.47014925373134,7,11/17/2018
2581,02,38.84819277108435,4,11/17/2018
2582,03,43.33568904593643,3,11/17/2018
2583,04,52.42241847826087,11,11/17/2018
2584,05,33.95267175572523,2,11/17/2018
2585,06,52.83180914512922,3,11/17/2018
2586,07,42.0376213592233,10,11/17/2018
2587,08,39.315120274914115,5,11/17/2018
2588,09,62.06222222222222,6,11/17/2018
2589,10,46.15714285714285,1,11/17/2018
2590,01,50.03731343283583,1,11/10/2018
2591,02,50.9542168674699,6,11/10/2018
2592,03,57.04664310954064,4,11/10/2018
2593,04,66.70937500000001,23,11/10/2018
2594,05,44.43396946564891,4,11/10/2018
